objectid,name,problems,district,group_d,status_num,status_detail,detail,remark,สพน,สคน,กรบ,กรท,เขต,x,y
446,262.ซอยวัชรพล 8,น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขัง 40-50 ซม. เนื่องจากพื้นที่มีระดับต่ำและท่อระบายน้ำมีขนาดเล็ก แนวทางแก้ไข - ปรับปรุงถนนวัชรพลและติดตั้งบ่อพักพร้อมประตูระบายน้ำ (โดยสนย.และสนน. พิจารณาโครงการแก้ปัญหา),,,,,,,100.642,13.89252
447,263.ซอยวัชรพล 10,น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขัง 40-50 ซม. เนื่องจากพื้นที่มีระดับต่ำและท่อระบายน้ำมีขนาดเล็ก แนวทางแก้ไข - ปรับปรุงถนนวัชรพลและติดตั้งบ่อพักพร้อมประตูระบายน้ำ (โดยสนย.และสนน. พิจารณาโครงการแก้ปัญหา),,,,,,,100.6416,13.89378
448,264.ซอยวัชรพล 12,น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขัง 40-50 ซม. เนื่องจากพื้นที่มีระดับต่ำและท่อระบายน้ำมีขนาดเล็ก แนวทางแก้ไข - ปรับปรุงถนนวัชรพลและติดตั้งบ่อพักพร้อมประตูระบายน้ำ (โดยสนย.และสนน. พิจารณาโครงการแก้ปัญหา),,,,,,,100.6385,13.89539
449,265.หมู่บ้านท่าทราย ซอยประชาชื่น 12,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขัง 10-15 ซม. และมีน้ำไหลย้อนเข้าสู่ระบบท่อ แนวทางแก้ไข - ก่อสร้างบ่อสูบน้ำพร้อมติดตั้งเครื่องสูบน้ำไฟฟ้า 3 จุด(โดยสนน.) - ติดตั้ง Flap gate ป้องกันน้ำย้อนจากลำรางบางตลาด (โดย สนน.) - ก่อสร้างบ่อสูบน้ำ Bypass ขนาด Æ 1.5 ม. ก่อนเข้าระบบบำบัดน้ำเสีย เร่งช่วยรระบาย (โดย สนน.),,,,,,,100.5558,13.87272
450,266.หมู่บ้านการไฟฟ้า ซอยประชาชื่น 14,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขัง 10-15 ซม. และมีน้ำไหลย้อนเข้าสู่ระบบท่อ แนวทางแก้ไข - ก่อสร้างบ่อสูบน้ำพร้อมติดตั้งเครื่องสูบน้ำไฟฟ้า 3 จุด(โดยสนน.) - ติดตั้ง Flap gate ป้องกันน้ำย้อนจากลำรางบางตลาด (โดย สนน.) - ก่อสร้างบ่อสูบน้ำ Bypass ขนาด Æ 1.5 ม. ก่อนเข้าระบบบำบัดน้ำเสีย เร่งช่วยรระบาย (โดย สนน.),,,,,,,100.5533,13.87663
451,267.ซอยสุขาภิบาล 5 ซอย 32 แยก 7 (ชุมชนพรพระร่วง),น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,"- พื้นที่มีระดับต่ำและท่อระบายน้ำมีขนาดเล็ก แนวทางแก้ไข - ปรับปรุงท่อและถนน (โดยสนข. งบประมาณโครงการ 7,000,000.- บาท) ติดตั้งเครื่องสูบน้ำขนาด 6 นิ้ว จำนวน 2 เครื่อง ติดตั้งเครื่องสูบน้ำขนาด 10 นิ้ว จำนวน 1 เครื่อง",,,,,,,100.6652,13.88443
452,268.ซอยงามวงศ์วาน 47 แยกภาสยา,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,"- มีมีน้ำท่วมขัง 15-40 ซม. เนื่องจากเป็นพื้นที่ลุ่มต่ำ แนวทางแก้ไข - ยกผิวจราจรบริเวณต่ำกว่าถนนหลัก(ได้รับงบฯแล้วโดยสนข.) -ปรับปรุงท่อระบายน้ำให้มีขนาด Æ 1.5 ม.ทั้งสองฝั่ง ของซอยชินเขต 1 และก่อสร้างบ่อสูบพร้อมเครื่องสูบน้ำ บริเวณปลายซอยด้านทิศเหนือ (โดย สนน.) - โครงการก่อสร้างเขื่อน ค.ส.ล. คลองบางเขน ช่วงที่ 1 จากคลองบางบัวถึงคลองประปา (สนน. จะของบปี 67 วงเงินค่าก่อสร้าง 770,000,000.- บาท ระยะเวลา 620 วัน - โครงการก่อสร้างเขื่อน ค.ส.ล. คลองบางตลาด จากคลองประปาถึง คลองเปรมประชากร (สนน. จะของบปี 68 วงเงินค่าก่อสร้าง 220,000,000.- บาท ระยะเวลา 540 วัน",,,,,,,100.5559,13.86985
453,269.ซอยงามวงศ์วาน 47 แยกตลาดชินมณี,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,- มีมีน้ำท่วมขัง 15-40 ซม. เนื่องจากเป็นพื้นที่ลุ่มต่ำ *อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง,,,,,,,100.5565,13.86027
454,"27.ถนนจรัญสนิวงศ์ช่วง ปากซอยจรัญ 36,34",น้ำฝน สนข.,บางกอกน้อย,กรุงธนเหนือ,5,แก้ไขแล้วเสร็จ,งานก่อสร้างรางระบายน้ำ ค.ส.ล. ถนนอิสรภาพ ช่วงหน้าตลาดพรานนก ถึงซอยอิสรภาพ 44 (2 ฝั่ง),,,,,,,100.4775,13.76806
455,270.ซอยงามวงศ์วาน 47 แยก 42 (หน้าแฟมิล),น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,"- มีมีน้ำท่วมขัง 15-40 ซม. เนื่องจากเป็นพื้นที่ลุ่มต่ำ แนวทางแก้ไข - ยกผิวจราจรบริเวณต่ำกว่าถนนหลัก(ได้รับงบฯแล้วโดยสนข.) -ปรับปรุงท่อระบายน้ำให้มีขนาด Æ 1.5 ม.ทั้งสองฝั่ง ของซอยชินเขต 1 และก่อสร้างบ่อสูบพร้อมเครื่องสูบน้ำ บริเวณปลายซอยด้านทิศเหนือ (โดย สนน.) - โครงการก่อสร้างเขื่อน ค.ส.ล. คลองบางเขน ช่วงที่ 1 จากคลองบางบัวถึงคลองประปา (สนน. จะของบปี 67 วงเงินค่าก่อสร้าง 770,000,000.- บาท ระยะเวลา 620 วัน - โครงการก่อสร้างเขื่อน ค.ส.ล. คลองบางตลาด จากคลองประปาถึง คลองเปรมประชากร (สนน. จะของบปี 68 วงเงินค่าก่อสร้าง 220,000,000.- บาท ระยะเวลา 540 วัน",,,,,,,100.5582,13.86997
456,271.ซอยธนาลักษณ์,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังสูงประมาณ 30-40 ซม. - น้ำรอการระบายจากล้ารางมีสุขลงสู่คลองเปรมประชากร แนวทางแก้ไข - สร้าง FLAP GATE ปลายท่อระบายน้า เพื่อ ป้องกันน้าย้อนสู่ระบบท่อ - สร้างท่อระบายน้าตามแนวถนนแจ้งวัฒนะ 10 แยก 9-1 เพิ่มอีก 1 ฝั่ง ขนาด Ø 0.80 ม. พร้อมยกผิวจราจร และเสริมขอบบ่อพัก สูง 0.30 ม.,,,,,,,100.5754,13.89818
457,272.ชุมชนมีสุข,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังสูงประมาณ 30-40 ซม. - น้ำรอการระบายจากล้ารางมีสุขลงสู่คลองเปรมประชากร แนวทางแก้ไข - สร้าง FLAP GATE ปลายท่อระบายน้า เพื่อ ป้องกันน้าย้อนสู่ระบบท่อ - สร้างท่อระบายน้าตามแนวถนนแจ้งวัฒนะ 10 แยก 9-1 เพิ่มอีก 1 ฝั่ง ขนาด Ø 0.80 ม. พร้อมยกผิวจราจร และเสริมขอบบ่อพัก สูง 0.30 ม.,,,,,,,100.5747,13.89682
458,273.หมู่บ้านสุขนิรันดร์,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังสูงประมาณ 30-40 ซม. - น้ำรอการระบายจากล้ารางมีสุขลงสู่คลองเปรมประชากร แนวทางแก้ไข - สร้าง FLAP GATE ปลายท่อระบายน้า เพื่อ ป้องกันน้าย้อนสู่ระบบท่อ - สร้างท่อระบายน้าตามแนวถนนแจ้งวัฒนะ 10 แยก 9-1 เพิ่มอีก 1 ฝั่ง ขนาด Ø 0.80 ม. พร้อมยกผิวจราจร และเสริมขอบบ่อพัก สูง 0.30 ม.,,,,,,,100.5782,13.89373
459,274.ซอยแจ้งวัฒนะ 14 (บริเวณรอบบึงสีกันหมู่บ้านเมืองทองนิเวศน์),น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,- มีน้ำท่วมขัง 30-40 ซม. เนื่องจากเป็นพื้นที่ลุ่มต่ำ แนวทางแก้ไข - ติดตั้ง Flap Gate กันน้ำไหลย้อนเข้าสู่ระบบบระบายน้ำ และก่อสร้างท่อระบายน้ำตามแนวถนนแจ้งวัฒนะ 10 แยก 9-1 เพิ่มอีก 1 ฝั่ง ขนาด Æ 0.80 เมตร พร้อมยกผิวจราจร (โดยสนข.),,,,,,,100.5628,13.90356
460,275.ซอยพหลโยธิน 40,น้ำฝน สนข.,จตุจักร,กรุงเทพเหนือ,4,แก้ไขแล้วเสร็จบางส่วน,"- น้ำท่วมขังประมาณ 15 ซม. แนวทางแก้ไข - ปรับปรุงท่อระบายนํ้า พร้อมทัํงยกระดับผิวจราจร เป็น box culvert ขนาด1.50 x 1.50 เมตร (ช่วงต้นซอย) และ box culvert ขนาด 1.20 x 1.20 เมตร (ช่วงกลางซอย) ยาวประมาณ 1,000 เมตร",งบ 67,,,,,,100.5798,13.84391
461,276.หมู่บ้านหลักสี่วิลล่า,น้ำฝน สนข.,หลักสี่,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- น้ำท่วมขังสูงประมาณ 30-40 ซม. - น้ำรอการระบายจากล้ารางมีสุขลงสู่คลองเปรมประชากร แนวทางแก้ไข - สร้าง FLAP GATE ปลายท่อระบายน้า เพื่อ ป้องกันน้าย้อนสู่ระบบท่อ - สร้างท่อระบายน้าตามแนวถนนแจ้งวัฒนะ 10 แยก 9-1 เพิ่มอีก 1 ฝั่ง ขนาด Ø 0.80 ม. พร้อมยกผิวจราจร และเสริมขอบบ่อพัก สูง 0.30 ม.,,,,,,,100.5803,13.89535
462,277.หมู่บ้านทองสถิตย์,น้ำฝน สนข.,ลาดพร้าว,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขังเนื่องจากเป็นพื้นที่ลุ่มต่ำ แนวทางการแก้ไข - เร่งรัดงานก่อสร้างฯ (สนน. จะของบปี 66 (งบกลาง) ..............บาท),,,,,,,100.6264,13.84234
463,278.ซอยจตุโชติ 20 (ชุมชนวัชรพล 3),น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,"- พื้นที่มีระดับต่ำและท่อระบายน้ำมีขนาดเล็ก แนวทางแก้ไข - ปรับปรุงท่อระบายน้ำและถนนซอยจตุโชติ 20 (โดยสนข. งบประมาณโครงการ 10,003,000.- บาท)",,,,,,,100.6841,13.89105
464,279.ถนนนาคนิวาส ช่วงซอยนาคนิวาส 36-42,น้ำฝน สนข.,ลาดพร้าว,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,- มีน้ำท่วมขังเนื่องจากระบบบระบายน้ำไม่สามารถรองรับได้ แนวทางการแก้ไข - ก่อสร้างเขื่อน ค.ส.ล. บริเวณคลองสองตอนและสถานีสูบน้ำช่วงคลองทรงกระเทียม (สนน. จะของบปี 66 (งบกลาง) ..............บาท) - ติดตั้ง Flap gateบริเวณถนนนาคนิวาสเชื่อมต่อคลองทรงกระเทียม(สนน. จะของบปี 66 (งบกลาง) ..............บาท),สนน.กรท. งบ 68,,,,,,100.6105,13.81283
465,28.หมู่บ้านบางกอกน้อยวิลเลจ,น้ำฝน สนข.,บางกอกน้อย,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,เป็นซอยส่วนบุคคล ซึ่งยังไม่ได้อุทิศให้เป็นสาธารณะมีท่อระบายน้ำขนาดเล็กไม่เป็นมาตรฐานของกรุงเทพมหานครและอยู่ริมคลองบางกอกน้อยมีน้ำท่วมขังสูงประมาณ 15 ซม. เนื่องจากน้ำฝน,,,,,,,100.4768,13.7792
466,280.ถนนสุคนธสวัสดิ์ 19 ถึงคลองขี้เสือใหญ่,น้ำฝน สนข.,ลาดพร้าว,กรุงเทพเหนือ,5,แก้ไขแล้วเสร็จ,- มีน้ำท่วมขังเนื่องจากระบบบระบายน้ำไม่สามารถรองรับได้ แนวทางการแก้ไข - ก่อสร้างเขื่อน ค.ส.ล. บริเวณคลองขี้เสือใหญ่เพื่อเพิ่มความสามารถการระบายน้ำจากถนนสุคนธสวัสดิ์ลงคลองขี้เสือใหญ่พร้อมติดตั้งเครื่องสูบน้ำบริเวณช่วงสะพานคลองขี้เสือใหญ่ (สนน. จะของบปี 66 (งบกลาง) ..............บาท) - ปรับปรุงยกระดับผิวจราจรให้สูงขึ้น - ก่อสร้างบ่อสูบพร้อมติดตั้งเครื่องสูบน้ำบริเวณช่วงแยกถนนสุคนธสวัสดิ์ตัดกับถนนประเสริฐมนูกิจ (สนน. จะของบปี 66 (งบกลาง) .....บาท),,,,,,,100.6238,13.83363
467,281.ซอยนวลจันทร์ 36,น้ำฝน สนข.,บึงกุ่ม,กรุงเทพตะวันออก,2,"ก่อสร้างระบบระบายน้ำถนนนวลจันทร์ ตอนลงคลองบางขวด #อยู่ระหว่างดำเนินการ, ",,ได้งบล้างท่อปี 68,,,,,,100.6441,13.82825
468,282.หมู่บ้านมณียา ถนนประดิษฐ์มนูธรรม,น้ำฝน สนข.,บึงกุ่ม,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,,,,,,,,100.6366,13.84324
469,283.หมู่บ้านสุวรรณนิเวศน์ ซอยนวมินทร์ 42,น้ำฝน สนข.,บึงกุ่ม,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,,,,,,,,100.6616,13.79903
470,284.หมู่บ้านทวีสุข ซอยเสรีไทย 29,น้ำฝน สนข.,บึงกุ่ม,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,,,,,,,,100.6644,13.77899
471,285.ซอยรามอินทรา 68 (หมู่บ้านแสงอรุณ),น้ำฝน สนข.,คันนายาว,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,- น้ำท่วมขังสูงสุดยาว 750 เมตร ระดับความลึก 10 เซนติเมตร แนวทางแก้ไข - สร้างเขื่อนดาดท้องคลองและสะพานท่อเหลี่ยมคลองบ้านเกาะ จากถนนรามอินทราถึงคลองหลอแหล - สร้างบ่อสูบน้ำบริเวณคลองบ้านเกาะบริเวณปากซอยรามอินทรา 68 (หมู่บ้านแสงอรุณ) -,หมู่บ้านแสงอรุณ,,,,,,100.6837,13.818
472,286.ซอยกาญจนาภิเษก 7/1 (หมู่บ้านเพชรอนันต์),น้ำฝน สนข.,คันนายาว,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,- น้ำท่วมขังสูงสุดยาว 900 เมตร ระดับความลึก 10 เซนติเมตร แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำพร้อมเจ้าหน้าที่สนับสนุนการแก้ไขปัญหาน้ำท่วม,หมู่บ้านเพชรอนันต์,,,,,,100.674,13.84176
473,287.วัดราษฎร์ศรัทธาธรรม,น้ำฝน สนข.,คันนายาว,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,- น้ำท่วมขังสูงสุดยาว 616 เมตร ระดับความลึก 10 เซนติเมตร แนวทางแก้ไข - ปรับปรุงบ่อสูบน้ำหลังวัดบางชัน (คลองลำเกร็ด) - สร้างเขื่อนค.ส.ล.บริเวณคลองบางชัน (คลองที่อยู่ในความรับผิดชอบสนน.) - สร้างเขื่อนค.ส.ล.บริเวณคลองลำเกร็ด (คลองที่อยู่ในความรับผิดชอบสนน.) - สร้างเขื่อนดาดท้องคลองลำรางหลังวัดบางชัน,วัดราษฎร์ศรัทธาธรรม,,,,,,100.6697,13.81971
474,288.ถนนเสรีไทยบริเวณนิคมอุตสาหกรรมบางชัน,น้ำฝน สนข.,คันนายาว,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,- น้ำท่วมขังสูงสุดยาว 360 เมตร ระดับความลึก 15 เซนติเมตร แนวทางแก้ไข - ขุดลอกคลองหลอแหลใต้สะพานถนนเสรีไทย (อยู่ในความรับผิดชอบ สนน.),สนย.,,,,,,100.7027,13.80036
475,"289.ซอยรามอินทรา 87, 89, 91, 91/1",น้ำฝน สนข.,คันนายาว,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,"- น้ำท่วมขังสูงสุดยาว 830 เมตร ระดับความลึก 15 เซนติเมตร แนวทางแก้ไข - ก่อสร้างบ่อสูบน้ำพร้อมติดตั้งเครื่องสูบน้ำบริเวณท้ายซอยรามอินทรา 87 - ก่อสร้างเขื่อนดาดท้องคลองลำรางข้างหมู่บ้านชื่นกมล4จากถนนวงแหวนถึงคลองครุ ความยาวประมาณ 764 ม. (งบฯ 52,000,000 บาท , งบปี 68)","89,91ที่ส่วนบุคคล",,,,,,100.6732,13.83449
476,29.ซอยจนัญสนิทวงศ์ 68 (วัดเทพนารี),น้ำฝน สนข.,บางพลัด,กรุงธนเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,บริเวณซอยจรัญสนิทวงศ์ 68 จุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กและท่อระบายน้ำอยู่นะดับต่ำ อีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ,,,,,,,100.5009,13.78479
477,290.จุดกลับรถใต้สะพานข้ามคลองสามวาถนนสีหบุรานุกิจ,น้ำฝน สนข.,มีนบุรี,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,- น้ำล้นคลอง เข้าท่อระบายน้ำ - ผิวจราจรเป็นคอนกรีตมีสภาพ - เกิดจากโครงการก่อสร้างรถไฟฟ้าสายสีชมพูก่อสร้างจอม่อปิดท่อระบายน้ำ มีน้ำท่วมขังสูงประมาณ 30 ซม. ยาว 50 เมตร แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำ ขนาด 3 นิ้ว จำนวน 2 เครื่อง - บล็อกด้วยกระสอบทราย 50 ใบ,สนน.,,,,,,100.7296,13.81251
478,291.ซอยกรุงเทพกรีฑา 37,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,,,,,,,,100.6835,13.74481
479,292.ซอยกรุงเทพกรีฑา 39,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.686,13.74163
480,293.หมู่บ้านนักกีฬาแหลมทอง,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.7017,13.74538
481,294.หมู่บ้านเคหะธานี 4,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,,,,,,,,100.7087,13.78266
482,295.ซอยราษฎร์พัฒนา 15,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.7046,13.76202
483,296.ซอยราษฎร์พัฒนา 15 แยก 4,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.7048,13.7544
484,297.ซอยรามคำแหง 118 แยก 42-2,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,,,,,,,,100.6849,13.76826
485,298.ซอยรามคำแหง 118 แยก 44,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.6862,13.76289
486,299.ซอยรามคำแหง 118 แยก 46,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,งบปี67,,,,,,100.6852,13.76141
487,3.ลานหิมะทองคำ,น้ำฝน สนข.,คลองเตย,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,ลานหิมะทองคำ อยู่ริมคลองพระโขนง เมื่อถึงฤดูน้ำหลากและน้ำทะเลหนุนน้ำจะรั่วซึมเข้าตามแผงเขื่อนที่ชำรุด จึงเป็นเหตุให้เกิดปัญหาน้ำท่วม,,,,,,,100.5889,13.70513
488,30.บริเวณชุมชนวัดภคินีนาถวรวิหาร,น้ำฝน สนข.,บางพลัด,กรุงธนเหนือ,5,แก้ไขแล้วเสร็จ,บริเวณชุมชนวัดภคินีนาถวรวิหาร จุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กและท่อระบายน้ำอยู่นะดับต่ำ อีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ,,,,,,,100.4994,13.77911
489,300.หมู่บ้านเสรี ซอยลาดพร้าว 101 แยก 44,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ผิวจราจรต่ำกว่าถนนสายหลัก (พื้นที่เอกชน) - ท่อระบายน้ำบางส่วนมีขนาดเล็กและสภาพชำรุด แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง,พื้นที่เอกชน สูบลงถนนลาดพร้าว101 ไม่ท่วมมาอย่างน้อย 3 ปี,,,,,,100.6287,13.79147
490,301.ซอยรามคำแหง 118 แยก 48,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,,,,,,,,100.6827,13.76272
491,302.ซอยกรุงเทพกรีฑา 32,น้ำฝน สนข.,สะพานสูง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,,,,,,,,100.6931,13.73605
492,303.ชุมชนร่วมกันสร้าง ซอยลาดพร้าว 101 แยก 40,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ผิวจราจรต่ำกว่าถนนสายหลัก (พื้นที่เอกชน) - ท่อระบายน้ำบางส่วนมีขนาดเล็กและสภาพชำรุด แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง,พื้นที่เอกชน สูบลงคลองลำพังพวย ไม่ท่วมมาอย่างน้อย 3 ปี,,,,,,100.6296,13.78932
493,304.เสรีไทยซอย 5 (แฟลต 21),น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ท่อระบายน้ำต่ำกว่าผิวจราจร (พื้นที่การเคหะแห่งชาติคลองจั่น) แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 10 นิ้ว จำนวน 1 เครื่อง - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 16 นิ้ว จำนวน 1 เครื่อง,ท้องกระทะ ต่ำกว่าถนน ต้องสูบออก สนน.ต้องช่วยแก้ไข,,,,,,100.6486,13.77117
494,305.หมู่บ้านธารทิพย์ ซอยรามคำแหง 64,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ท่อระบายน้ำมีสภาพเก่าและชำรุด - หมู่บ้านต่ำกว่าผิวจราจร (พื้นที่เอกชน) - อยู่ติดกับคลองวัดศรีบุญเรือง ซึ่งเป็นคลองสาขาที่เชื่อมต่อกับคลองแสนแสบ ไม่มีประตูน้ำกั้น แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง,พื้นที่เอกชนของหมู่บ้าน ติดตั้งเครื่องสูบน้ำ ขนาด 8 นิ้ว จำนวน 1 เครื่อง,,,,,,100.6529,13.76383
495,306.เสรีไทยซอย 5,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ท่อระบายน้ำต่ำกว่าผิวจราจร (พื้นที่การเคหะแห่งชาติคลองจั่น) แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 10 นิ้ว จำนวน 1 เครื่อง,ท้องกระทะ ต่ำกว่าถนน ต้องสูบออก สนน.ต้องช่วยแก้ไข,,,,,,100.6502,13.76859
496,307.หมู่บ้านสวนสน ซอยรามคำแหง 60 แยก 9,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,1,มีมาตรการเร่งด่วน,- อยู่ติดกับคลองหัวหมาก ซึ่งเป็นคลองสาขาที่เชื่อมต่อกับคลองแสนแสบ ไม่มีประตูน้ำกั้น แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 2 เครื่อง,น้ำล้นตลิ่งคลองหัวหมาก สนน. จัดทำสร้างเขื่อมฟันหลอ (สาธารณะ),,,,,,100.6521,13.75677
497,308.ชุมชนวัดบึง ซอยลาดพร้าว 101 ซอย 50,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- มีการสร้างเขื่อนวัดบึง ปิดกั้นทางน้ำ ทำให้น้ำไหลเข้าท่วมชุมชน แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 8 นิ้ว จำนวน 1 เครื่อง,สนน. สร้างสถานีสูบน้ำคลองวัดบึงทองหลาง เสร็จเรียบร้อยแล้ว,,,,,,100.6272,13.79616
498,309.ซอยกรุงเทพกรีฑา 8 แยก 3 (หมู่บ้านอยู่สบาย),น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ถนนไม่มีท่อระบายน้ำ (ถนนส่วนบุคคล) แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำขนาด 6 นิ้ว จำนวน 1 เครื่อง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6586,13.74052
499,31.บริเวณข้างสถานีตำรวจบวรมงคล,น้ำฝน สนข.,บางพลัด,กรุงธนเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,บริเวณข้างสถานีตำรวจนครบาลบวรมงคลจุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ รับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ที่ค่อนข้างมาก,,,,,,,100.4978,13.77442
